subscription_id,account_id,plan_id,start_date,end_date,status,mrr,is_expansion,cancellation_reason,created_at
685,94,3,2024-11-27,,active,299,False,,2025-11-03 13:00:05.570234
686,30,1,2025-08-26,,active,0,True,,2025-11-03 13:00:05.570234
687,16,1,2025-02-03,,active,0,True,,2025-11-03 13:00:05.570234
688,74,1,2024-11-11,,active,0,False,,2025-11-03 13:00:05.570234
689,77,3,2025-03-15,,active,299,True,,2025-11-03 13:00:05.570234
690,70,1,2025-04-10,,active,0,False,,2025-11-03 13:00:05.570234
691,22,4,2025-07-25,2025-11-26,cancelled,999,False,Computer nearly once sell central rate.,2025-11-03 13:00:05.570234
692,55,4,2025-09-30,2026-06-27,churned,999,True,Will actually treatment if TV television.,2025-11-03 13:00:05.570234
693,73,4,2025-08-08,,active,999,False,,2025-11-03 13:00:05.570234
694,94,2,2025-02-20,,active,99,False,,2025-11-03 13:00:05.570234
695,27,2,2025-06-10,,active,99,False,,2025-11-03 13:00:05.570234
696,37,1,2025-03-03,,active,0,False,,2025-11-03 13:00:05.570234
697,20,3,2025-05-03,,active,299,False,,2025-11-03 13:00:05.570234
698,18,3,2025-09-02,,active,299,True,,2025-11-03 13:00:05.570234
699,27,3,2025-08-31,,trial,299,False,,2025-11-03 13:00:05.570234
700,49,3,2025-09-26,,trial,299,False,,2025-11-03 13:00:05.570234
701,46,4,2025-09-24,,active,999,False,,2025-11-03 13:00:05.570234
702,9,1,2025-06-11,,active,0,False,,2025-11-03 13:00:05.570234
703,25,3,2025-05-11,,active,299,False,,2025-11-03 13:00:05.570234
704,45,2,2025-02-21,,active,99,False,,2025-11-03 13:00:05.570234
705,24,1,2024-11-15,,active,0,True,,2025-11-03 13:00:05.570234
706,2,2,2025-05-18,2026-05-09,churned,99,True,Report our evidence carry country election.,2025-11-03 13:00:05.570234
707,96,2,2025-09-07,,active,99,False,,2025-11-03 13:00:05.570234
708,76,2,2025-04-10,,active,99,True,,2025-11-03 13:00:05.570234
709,34,3,2025-08-17,,active,299,False,,2025-11-03 13:00:05.570234
710,27,4,2025-05-08,,trial,999,False,,2025-11-03 13:00:05.570234
711,58,2,2025-01-31,2025-07-10,churned,99,False,Stuff I war.,2025-11-03 13:00:05.570234
712,16,1,2025-09-01,,active,0,False,,2025-11-03 13:00:05.570234
713,35,4,2025-05-20,2025-12-26,cancelled,999,True,Offer would response will six building world.,2025-11-03 13:00:05.570234
714,42,2,2025-01-18,,trial,99,True,,2025-11-03 13:00:05.570234
715,46,1,2025-06-12,,active,0,True,,2025-11-03 13:00:05.570234
716,73,1,2025-02-21,2025-06-18,cancelled,0,True,Floor shoulder maintain rich want.,2025-11-03 13:00:05.570234
717,53,3,2025-01-23,2025-11-30,cancelled,299,False,Lot animal TV least later.,2025-11-03 13:00:05.570234
718,86,1,2025-02-07,,active,0,True,,2025-11-03 13:00:05.570234
719,25,4,2025-08-17,,trial,999,True,,2025-11-03 13:00:05.570234
720,74,2,2025-08-22,,active,99,False,,2025-11-03 13:00:05.570234
721,13,3,2025-09-14,,active,299,True,,2025-11-03 13:00:05.570234
722,79,2,2024-11-17,2025-03-06,cancelled,99,False,Money detail until maybe herself box million.,2025-11-03 13:00:05.570234
723,41,4,2025-06-06,,active,999,True,,2025-11-03 13:00:05.570234
724,6,1,2025-08-20,,active,0,False,,2025-11-03 13:00:05.570234
725,3,3,2025-09-04,,active,299,False,,2025-11-03 13:00:05.570234
726,76,1,2025-03-10,2025-09-18,cancelled,0,True,Computer bad stock method house.,2025-11-03 13:00:05.570234
727,13,2,2024-11-17,2025-05-06,cancelled,99,False,Young drop father state.,2025-11-03 13:00:05.570234
728,9,1,2025-01-15,,active,0,False,,2025-11-03 13:00:05.570234
729,74,3,2025-06-06,,active,299,False,,2025-11-03 13:00:05.570234
730,39,1,2024-12-09,,active,0,True,,2025-11-03 13:00:05.570234
731,54,1,2025-09-08,2026-08-15,cancelled,0,False,Either partner he.,2025-11-03 13:00:05.570234
732,43,2,2025-09-10,,active,99,True,,2025-11-03 13:00:05.570234
733,15,1,2025-01-22,,active,0,True,,2025-11-03 13:00:05.570234
734,25,2,2025-04-27,,active,99,True,,2025-11-03 13:00:05.570234
735,14,2,2025-01-27,,active,99,True,,2025-11-03 13:00:05.570234
736,75,2,2024-12-04,,trial,99,False,,2025-11-03 13:00:05.570234
737,19,3,2025-04-29,,active,299,True,,2025-11-03 13:00:05.570234
738,17,4,2024-11-12,,active,999,True,,2025-11-03 13:00:05.570234
739,11,1,2025-08-07,,active,0,True,,2025-11-03 13:00:05.570234
740,58,4,2025-06-13,,trial,999,True,,2025-11-03 13:00:05.570234
741,72,1,2025-05-18,,active,0,True,,2025-11-03 13:00:05.570234
742,34,1,2025-03-19,,trial,0,True,,2025-11-03 13:00:05.570234
743,50,3,2025-04-20,,active,299,True,,2025-11-03 13:00:05.570234
744,3,4,2025-01-06,,active,999,False,,2025-11-03 13:00:05.570234
745,14,1,2025-03-28,,trial,0,True,,2025-11-03 13:00:05.570234
746,36,3,2024-11-29,,trial,299,False,,2025-11-03 13:00:05.570234
747,3,1,2025-03-28,2025-06-26,churned,0,False,Democrat recent bill adult.,2025-11-03 13:00:05.570234
748,79,1,2025-02-18,,active,0,True,,2025-11-03 13:00:05.570234
749,15,3,2025-02-12,,active,299,False,,2025-11-03 13:00:05.570234
750,25,3,2024-12-20,,active,299,False,,2025-11-03 13:00:05.570234
751,25,4,2025-01-14,,active,999,True,,2025-11-03 13:00:05.570234
752,68,3,2025-08-16,,active,299,False,,2025-11-03 13:00:05.570234
753,27,1,2024-11-12,,active,0,False,,2025-11-03 13:00:05.570234
754,50,1,2025-03-27,,active,0,True,,2025-11-03 13:00:05.570234
755,75,1,2025-07-22,,active,0,False,,2025-11-03 13:00:05.570234
756,83,1,2025-04-29,,trial,0,True,,2025-11-03 13:00:05.570234
757,94,1,2025-04-25,,active,0,False,,2025-11-03 13:00:05.570234
758,99,2,2025-05-18,,active,99,False,,2025-11-03 13:00:05.570234
759,65,4,2025-09-06,2026-06-02,cancelled,999,True,Tell interest light subject or.,2025-11-03 13:00:05.570234
760,70,2,2025-04-22,2026-03-21,cancelled,99,True,Couple religious senior enter.,2025-11-03 13:00:05.570234
761,6,4,2025-09-02,,active,999,True,,2025-11-03 13:00:05.570234
762,38,2,2024-11-17,,active,99,False,,2025-11-03 13:00:05.570234
763,67,4,2025-08-27,,active,999,True,,2025-11-03 13:00:05.570234
764,19,2,2025-07-02,,active,99,False,,2025-11-03 13:00:05.570234
765,15,2,2025-08-27,,active,99,True,,2025-11-03 13:00:05.570234
766,69,4,2025-08-18,,active,999,False,,2025-11-03 13:00:05.570234
767,34,1,2025-03-08,,trial,0,False,,2025-11-03 13:00:05.570234
768,37,1,2025-08-15,,active,0,True,,2025-11-03 13:00:05.570234
769,99,3,2024-11-13,2025-10-20,cancelled,299,False,Mention third send store population listen agency plant.,2025-11-03 13:00:05.570234
770,89,1,2025-08-25,,active,0,True,,2025-11-03 13:00:05.570234
771,90,3,2025-08-07,,active,299,True,,2025-11-03 13:00:05.570234
772,91,4,2025-03-22,,active,999,True,,2025-11-03 13:00:05.570234
773,94,3,2025-09-27,,active,299,False,,2025-11-03 13:00:05.570234
774,2,3,2025-06-04,,active,299,True,,2025-11-03 13:00:05.570234
775,21,4,2025-02-01,,active,999,False,,2025-11-03 13:00:05.570234
776,51,2,2025-06-05,,trial,99,True,,2025-11-03 13:00:05.570234
777,22,1,2025-05-09,,active,0,True,,2025-11-03 13:00:05.570234
778,96,2,2025-04-22,,active,99,True,,2025-11-03 13:00:05.570234
779,100,1,2025-04-08,,active,0,True,,2025-11-03 13:00:05.570234
780,96,2,2025-09-30,,active,99,False,,2025-11-03 13:00:05.570234
781,38,2,2025-06-26,,active,99,False,,2025-11-03 13:00:05.572237
782,25,2,2024-12-21,,active,99,True,,2025-11-03 13:00:05.572237
783,46,3,2024-12-18,2025-03-28,churned,299,False,Soon heavy hotel me order agreement.,2025-11-03 13:00:05.572237
784,53,2,2024-12-17,,active,99,True,,2025-11-03 13:00:05.572237
785,17,1,2024-12-29,,active,0,True,,2025-11-03 13:00:05.572237
786,84,3,2024-12-28,,active,299,False,,2025-11-03 13:00:05.572237
787,36,2,2025-08-14,,active,99,True,,2025-11-03 13:00:05.572237
788,3,1,2024-12-07,2025-02-01,churned,0,True,Me represent team four natural.,2025-11-03 13:00:05.572237
789,82,4,2025-10-02,2026-04-15,cancelled,999,True,Where mind indicate everybody station level radio.,2025-11-03 13:00:05.572237
790,41,3,2025-05-12,,active,299,True,,2025-11-03 13:00:05.572237
791,16,2,2024-12-16,,active,99,False,,2025-11-03 13:00:05.572237
792,99,1,2025-02-10,,active,0,True,,2025-11-03 13:00:05.572237
793,4,3,2025-01-19,,active,299,False,,2025-11-03 13:00:05.572237
794,58,3,2025-07-31,,trial,299,True,,2025-11-03 13:00:05.572237
795,23,1,2025-03-23,,trial,0,True,,2025-11-03 13:00:05.572237
796,67,2,2024-11-22,2025-06-20,cancelled,99,True,Third oil election maybe need by send consumer.,2025-11-03 13:00:05.572237
797,3,3,2024-12-18,,active,299,False,,2025-11-03 13:00:05.572237
798,34,4,2025-02-17,,active,999,True,,2025-11-03 13:00:05.572237
799,9,3,2024-11-05,,trial,299,True,,2025-11-03 13:00:05.572237
800,44,4,2025-01-30,,active,999,True,,2025-11-03 13:00:05.572237
801,93,3,2025-01-31,2025-12-14,churned,299,False,Result realize program tonight candidate group than.,2025-11-03 13:00:05.572237
802,42,4,2025-03-03,,trial,999,True,,2025-11-03 13:00:05.572237
803,32,2,2025-09-14,2026-05-23,cancelled,99,True,They Republican may area.,2025-11-03 13:00:05.572237
804,17,1,2024-11-10,,active,0,True,,2025-11-03 13:00:05.572237
805,85,3,2025-05-01,,active,299,False,,2025-11-03 13:00:05.572237
806,28,3,2025-01-17,,active,299,False,,2025-11-03 13:00:05.572237
807,67,3,2025-07-08,,active,299,True,,2025-11-03 13:00:05.572237
808,16,2,2025-02-06,,active,99,True,,2025-11-03 13:00:05.572237
809,25,4,2025-09-02,,active,999,True,,2025-11-03 13:00:05.572237
810,22,1,2025-04-22,,active,0,False,,2025-11-03 13:00:05.572237
811,18,3,2025-05-12,,active,299,False,,2025-11-03 13:00:05.572237
812,49,4,2025-04-04,2025-06-26,cancelled,999,False,Trouble might act develop image determine community.,2025-11-03 13:00:05.572237
813,21,2,2025-09-17,,active,99,True,,2025-11-03 13:00:05.572237
814,65,4,2025-04-28,,active,999,False,,2025-11-03 13:00:05.572237
815,40,1,2025-09-12,,active,0,False,,2025-11-03 13:00:05.572237
816,72,3,2025-07-15,,active,299,True,,2025-11-03 13:00:05.572237
817,8,3,2025-05-24,2026-04-26,cancelled,299,False,Against minute section fear discover.,2025-11-03 13:00:05.572237
818,43,1,2025-06-08,,active,0,False,,2025-11-03 13:00:05.572237
819,19,3,2024-12-07,2025-07-27,churned,299,True,Agent medical main people person child.,2025-11-03 13:00:05.572237
820,74,4,2024-11-11,,trial,999,False,,2025-11-03 13:00:05.572237
821,67,4,2025-06-07,2026-05-07,cancelled,999,False,Hope first thus bill professional support.,2025-11-03 13:00:05.572237
822,49,4,2024-12-08,,trial,999,False,,2025-11-03 13:00:05.572237
823,74,3,2025-06-15,,active,299,False,,2025-11-03 13:00:05.572237
824,36,3,2024-11-10,,active,299,False,,2025-11-03 13:00:05.572237
825,69,2,2025-08-23,,active,99,True,,2025-11-03 13:00:05.572237
826,29,1,2024-12-12,,active,0,False,,2025-11-03 13:00:05.572237
827,66,3,2025-08-22,,active,299,True,,2025-11-03 13:00:05.572237
828,26,1,2025-02-21,2025-04-18,cancelled,0,False,Number its heart ok Congress.,2025-11-03 13:00:05.572237
829,42,2,2025-06-27,,active,99,False,,2025-11-03 13:00:05.572237
830,70,1,2025-03-09,,trial,0,False,,2025-11-03 13:00:05.572237
831,22,3,2025-09-11,,active,299,False,,2025-11-03 13:00:05.572237
832,38,4,2025-04-20,,active,999,True,,2025-11-03 13:00:05.572237
833,86,2,2025-07-20,,active,99,False,,2025-11-03 13:00:05.572237
834,30,1,2025-03-10,,active,0,False,,2025-11-03 13:00:05.572237
835,61,2,2025-01-13,,active,99,False,,2025-11-03 13:00:05.572237
836,23,1,2025-05-06,2026-03-19,churned,0,False,They tree article buy receive own top arrive.,2025-11-03 13:00:05.572237
837,21,2,2025-06-19,,active,99,False,,2025-11-03 13:00:05.572237
838,60,2,2025-03-28,,active,99,True,,2025-11-03 13:00:05.572237
839,20,2,2025-09-18,,active,99,True,,2025-11-03 13:00:05.572237
840,57,3,2025-07-22,,active,299,False,,2025-11-03 13:00:05.572237
841,73,3,2025-05-06,,active,299,False,,2025-11-03 13:00:05.572237
842,62,4,2025-05-06,,active,999,False,,2025-11-03 13:00:05.572237
843,29,1,2025-03-24,2026-03-15,cancelled,0,False,Design career significant identify top.,2025-11-03 13:00:05.572237
844,40,3,2024-12-19,,active,299,True,,2025-11-03 13:00:05.572237
845,50,4,2025-04-14,2025-09-26,churned,999,False,Long rule child crime behind kind.,2025-11-03 13:00:05.572237
846,26,2,2024-11-05,,active,99,True,,2025-11-03 13:00:05.572237
847,93,1,2025-06-24,,active,0,False,,2025-11-03 13:00:05.572237
848,19,1,2025-03-11,,trial,0,False,,2025-11-03 13:00:05.572237
849,50,2,2025-03-30,,active,99,False,,2025-11-03 13:00:05.572237
850,35,3,2025-08-24,,active,299,True,,2025-11-03 13:00:05.572237
851,50,1,2025-06-11,,active,0,False,,2025-11-03 13:00:05.572237
852,14,1,2025-03-29,2025-05-23,cancelled,0,False,Seek direction officer arm.,2025-11-03 13:00:05.572237
853,31,2,2025-07-30,,active,99,False,,2025-11-03 13:00:05.572237
854,51,4,2025-07-28,,active,999,False,,2025-11-03 13:00:05.572237
855,1,3,2024-11-22,,active,299,False,,2025-11-03 13:00:05.572237
856,15,2,2025-03-17,2025-11-25,churned,99,False,Pass soldier trade.,2025-11-03 13:00:05.572237
857,71,3,2024-12-01,,active,299,True,,2025-11-03 13:00:05.572237
858,57,2,2025-03-04,,active,99,False,,2025-11-03 13:00:05.572237
859,45,3,2025-09-03,,active,299,True,,2025-11-03 13:00:05.572237
860,71,2,2025-03-05,,active,99,False,,2025-11-03 13:00:05.572237
861,53,3,2024-11-07,,active,299,False,,2025-11-03 13:00:05.572237
862,86,4,2025-09-18,,active,999,False,,2025-11-03 13:00:05.572237
863,34,3,2025-09-08,,active,299,False,,2025-11-03 13:00:05.572237
864,37,1,2024-12-07,,active,0,False,,2025-11-03 13:00:05.572237
865,87,4,2025-03-30,,active,999,True,,2025-11-03 13:00:05.572237
866,54,1,2025-02-24,,active,0,True,,2025-11-03 13:00:05.572237
867,65,2,2025-03-01,,active,99,True,,2025-11-03 13:00:05.572237
868,45,3,2025-06-26,,active,299,True,,2025-11-03 13:00:05.572237
869,61,1,2025-04-14,2026-03-13,cancelled,0,True,Price leg training affect reduce fund major.,2025-11-03 13:00:05.572237
870,98,1,2024-12-15,,active,0,False,,2025-11-03 13:00:05.572237
871,77,3,2025-09-01,,active,299,True,,2025-11-03 13:00:05.572237
872,10,2,2025-02-19,,active,99,False,,2025-11-03 13:00:05.572237
873,34,4,2024-11-17,,active,999,False,,2025-11-03 13:00:05.572237
874,39,3,2025-10-01,,active,299,False,,2025-11-03 13:00:05.572237
875,33,3,2025-05-28,,active,299,True,,2025-11-03 13:00:05.572237
876,95,3,2025-06-26,2025-09-04,churned,299,False,Ground better night surface fight media.,2025-11-03 13:00:05.572237
877,17,2,2025-05-02,,active,99,False,,2025-11-03 13:00:05.572237
878,65,2,2025-02-15,,trial,99,False,,2025-11-03 13:00:05.572237
879,65,1,2024-12-30,,trial,0,False,,2025-11-03 13:00:05.572237
880,71,1,2025-07-04,,active,0,False,,2025-11-03 13:00:05.572237
881,15,1,2025-03-20,,active,0,False,,2025-11-03 13:00:05.572237
882,74,3,2025-09-14,,active,299,True,,2025-11-03 13:00:05.572237
883,99,1,2024-11-12,2025-07-15,churned,0,False,Watch person let.,2025-11-03 13:00:05.572237
884,33,2,2024-11-02,,active,99,False,,2025-11-03 13:00:05.572237
885,98,3,2025-04-28,,active,299,True,,2025-11-03 13:00:05.572237
886,30,2,2025-01-27,,active,99,False,,2025-11-03 13:00:05.572237
887,54,1,2025-02-12,2025-03-26,churned,0,False,Analysis identify week.,2025-11-03 13:00:05.572237
888,8,2,2024-11-12,2025-07-22,cancelled,99,True,Develop design PM factor for.,2025-11-03 13:00:05.572237
889,38,1,2024-11-16,2025-04-19,churned,0,True,Large any imagine no.,2025-11-03 13:00:05.572237
890,32,3,2024-12-27,2025-09-10,cancelled,299,True,Keep nature cause.,2025-11-03 13:00:05.572237
891,87,4,2025-04-14,,active,999,False,,2025-11-03 13:00:05.572237
892,99,1,2025-09-05,,active,0,True,,2025-11-03 13:00:05.572237
893,35,4,2025-07-05,,active,999,True,,2025-11-03 13:00:05.572237
894,92,3,2025-07-09,,active,299,False,,2025-11-03 13:00:05.572237
895,76,2,2025-07-03,,active,99,True,,2025-11-03 13:00:05.572237
896,46,3,2025-07-23,2026-01-13,cancelled,299,False,Prevent establish against enter debate.,2025-11-03 13:00:05.572237
897,76,1,2025-03-15,,active,0,False,,2025-11-03 13:00:05.572237
898,58,3,2024-11-30,,active,299,True,,2025-11-03 13:00:05.572237
899,31,4,2025-05-14,,active,999,False,,2025-11-03 13:00:05.572237
900,20,4,2025-03-03,,active,999,True,,2025-11-03 13:00:05.572237
901,13,2,2025-05-10,,trial,99,False,,2025-11-03 13:00:05.572237
902,32,1,2025-01-13,2025-10-30,cancelled,0,False,Successful head rule majority building future.,2025-11-03 13:00:05.574240
903,78,3,2024-12-16,,active,299,False,,2025-11-03 13:00:05.574240
904,55,1,2024-12-29,2025-08-23,churned,0,False,Protect reality point successful.,2025-11-03 13:00:05.574240
905,16,1,2025-02-08,2026-02-07,cancelled,0,False,Country spend become way you have.,2025-11-03 13:00:05.574240
906,40,2,2025-07-19,,active,99,True,,2025-11-03 13:00:05.574240
907,15,1,2025-03-15,,trial,0,True,,2025-11-03 13:00:05.574240
908,96,2,2025-06-09,,trial,99,True,,2025-11-03 13:00:05.574240
909,84,4,2025-08-20,,active,999,True,,2025-11-03 13:00:05.574240
910,66,3,2025-03-24,2025-11-16,cancelled,299,True,Floor ok employee relate lay.,2025-11-03 13:00:05.574240
911,61,2,2025-10-01,,active,99,False,,2025-11-03 13:00:05.574240
912,86,4,2024-12-31,2025-04-03,churned,999,False,Family hold right.,2025-11-03 13:00:05.574240
913,92,3,2025-02-02,,active,299,False,,2025-11-03 13:00:05.574240
914,20,1,2025-01-09,2025-07-05,cancelled,0,False,Begin region head big foreign.,2025-11-03 13:00:05.574240
915,50,1,2025-08-14,,active,0,False,,2025-11-03 13:00:05.574240
916,47,3,2025-01-06,,active,299,True,,2025-11-03 13:00:05.574240
917,70,3,2025-10-03,2026-10-02,churned,299,True,Difference few teacher church skill worry help.,2025-11-03 13:00:05.574240
918,5,3,2024-12-25,2025-10-28,churned,299,False,Arrive health enjoy.,2025-11-03 13:00:05.574240
919,20,4,2025-02-22,,active,999,False,,2025-11-03 13:00:05.574240
920,65,3,2024-11-05,,active,299,True,,2025-11-03 13:00:05.574240
921,17,2,2025-07-24,,active,99,False,,2025-11-03 13:00:05.574240
922,78,4,2025-03-20,,active,999,True,,2025-11-03 13:00:05.574240
923,4,3,2024-12-28,,active,299,True,,2025-11-03 13:00:05.574240
924,64,4,2025-08-28,,active,999,False,,2025-11-03 13:00:05.574240
925,65,3,2025-04-02,,active,299,False,,2025-11-03 13:00:05.574240
926,47,4,2025-01-19,,trial,999,False,,2025-11-03 13:00:05.574240
927,90,4,2025-03-25,,trial,999,True,,2025-11-03 13:00:05.574240
928,76,3,2025-01-17,,active,299,False,,2025-11-03 13:00:05.574240
929,28,4,2025-04-03,,active,999,True,,2025-11-03 13:00:05.574240
930,62,1,2025-06-20,,active,0,True,,2025-11-03 13:00:05.574240
931,68,3,2025-02-25,2025-08-01,churned,299,False,Involve forget next take course cut.,2025-11-03 13:00:05.574240
932,83,3,2024-12-07,,active,299,False,,2025-11-03 13:00:05.574240
933,31,3,2025-06-27,,active,299,False,,2025-11-03 13:00:05.574240
934,88,4,2024-11-11,,active,999,True,,2025-11-03 13:00:05.574240
935,53,4,2025-03-20,2025-08-18,cancelled,999,True,Pm alone join decide concern buy know.,2025-11-03 13:00:05.574240
936,49,1,2025-06-04,,active,0,False,,2025-11-03 13:00:05.574240
937,4,1,2025-04-01,,active,0,True,,2025-11-03 13:00:05.574240
938,67,4,2024-11-02,,active,999,False,,2025-11-03 13:00:05.574240
939,42,4,2025-05-07,,active,999,False,,2025-11-03 13:00:05.574240
940,59,3,2024-11-28,,active,299,True,,2025-11-03 13:00:05.574240
941,5,4,2025-08-27,,active,999,True,,2025-11-03 13:00:05.574240
942,42,2,2025-05-16,2025-08-08,churned,99,False,Pull couple follow recent teacher model mission.,2025-11-03 13:00:05.574240
943,81,1,2024-12-14,,active,0,False,,2025-11-03 13:00:05.574240
944,93,2,2025-05-17,,active,99,True,,2025-11-03 13:00:05.574240
945,8,3,2025-03-16,2025-07-03,churned,299,False,Bag collection north quite including system.,2025-11-03 13:00:05.574240
946,97,1,2025-08-24,,active,0,False,,2025-11-03 13:00:05.574240
947,68,3,2025-04-29,,active,299,True,,2025-11-03 13:00:05.574240
948,30,4,2025-03-28,,active,999,False,,2025-11-03 13:00:05.574240
949,82,2,2024-12-09,,active,99,True,,2025-11-03 13:00:05.574240
950,18,2,2025-05-29,,active,99,True,,2025-11-03 13:00:05.574240
951,10,4,2025-03-19,2025-08-09,cancelled,999,True,Subject summer keep learn myself magazine audience.,2025-11-03 13:00:05.574240
952,43,3,2025-01-16,,active,299,True,,2025-11-03 13:00:05.574240
953,16,1,2025-06-18,,active,0,True,,2025-11-03 13:00:05.574240
954,54,3,2025-04-03,,active,299,False,,2025-11-03 13:00:05.574240
955,88,4,2025-07-08,,active,999,True,,2025-11-03 13:00:05.574240
956,92,1,2025-08-22,,active,0,True,,2025-11-03 13:00:05.574240
957,37,1,2025-04-29,,active,0,False,,2025-11-03 13:00:05.574240
958,70,4,2025-04-29,,active,999,True,,2025-11-03 13:00:05.574240
959,86,4,2025-09-14,,active,999,True,,2025-11-03 13:00:05.574240
960,39,2,2025-05-26,,active,99,False,,2025-11-03 13:00:05.574240
961,96,4,2025-05-10,,active,999,True,,2025-11-03 13:00:05.574240
962,64,2,2024-11-27,,active,99,False,,2025-11-03 13:00:05.574240
963,39,4,2025-07-16,,trial,999,True,,2025-11-03 13:00:05.574240
964,68,2,2025-09-30,,active,99,True,,2025-11-03 13:00:05.574240
965,18,2,2025-02-10,,trial,99,False,,2025-11-03 13:00:05.574240
966,28,3,2025-07-03,,active,299,True,,2025-11-03 13:00:05.574240
967,49,1,2025-01-05,,active,0,True,,2025-11-03 13:00:05.574240
968,59,1,2024-12-08,,active,0,True,,2025-11-03 13:00:05.574240
969,90,4,2025-08-02,,trial,999,False,,2025-11-03 13:00:05.574240
970,42,2,2025-07-12,2025-09-14,cancelled,99,True,Actually memory local big ever.,2025-11-03 13:00:05.574240
971,79,2,2025-07-02,2026-01-14,cancelled,99,True,Economic off say worry community.,2025-11-03 13:00:05.574240
972,84,1,2025-07-14,,active,0,True,,2025-11-03 13:00:05.574240
973,37,1,2025-04-19,,active,0,False,,2025-11-03 13:00:05.574240
974,88,1,2025-08-07,,active,0,True,,2025-11-03 13:00:05.574240
975,60,2,2025-01-31,2025-09-13,cancelled,99,True,Sport base toward about house black.,2025-11-03 13:00:05.574240
976,66,4,2025-07-09,,active,999,False,,2025-11-03 13:00:05.574240
977,11,3,2025-03-20,,active,299,False,,2025-11-03 13:00:05.574240
978,65,3,2025-08-29,,active,299,False,,2025-11-03 13:00:05.574240
979,33,2,2025-02-22,,trial,99,False,,2025-11-03 13:00:05.574240
980,96,4,2025-05-15,,active,999,True,,2025-11-03 13:00:05.574240
981,70,4,2025-02-09,,active,999,True,,2025-11-03 13:00:05.574240
982,90,1,2025-01-15,2025-04-28,cancelled,0,False,Let become yeah east.,2025-11-03 13:00:05.574240
983,86,4,2025-07-05,,active,999,True,,2025-11-03 13:00:05.574240
984,3,3,2025-04-14,,active,299,False,,2025-11-03 13:00:05.574240
985,55,3,2025-04-20,,active,299,True,,2025-11-03 13:00:05.574240
986,81,3,2025-08-29,,active,299,True,,2025-11-03 13:00:05.574240
987,56,4,2025-02-12,,active,999,False,,2025-11-03 13:00:05.574240
988,56,4,2025-04-23,,active,999,False,,2025-11-03 13:00:05.574240
989,80,2,2024-12-30,,active,99,True,,2025-11-03 13:00:05.574240
990,95,1,2025-04-16,,active,0,False,,2025-11-03 13:00:05.574240
991,75,1,2025-09-29,,active,0,False,,2025-11-03 13:00:05.574240
992,5,2,2025-08-16,,trial,99,True,,2025-11-03 13:00:05.574240
993,53,2,2025-03-16,,active,99,False,,2025-11-03 13:00:05.574240
994,46,3,2025-05-17,,active,299,False,,2025-11-03 13:00:05.574240
995,9,1,2025-05-03,,active,0,False,,2025-11-03 13:00:05.574240
996,27,3,2025-05-06,,active,299,False,,2025-11-03 13:00:05.574240
997,80,4,2025-05-26,,trial,999,True,,2025-11-03 13:00:05.576764
998,16,1,2024-12-23,2025-06-29,cancelled,0,False,Company Democrat democratic dog while thousand must.,2025-11-03 13:00:05.576764
999,77,1,2024-11-15,,active,0,False,,2025-11-03 13:00:05.576764
1000,89,3,2025-03-03,,active,299,False,,2025-11-03 13:00:05.576764
1001,79,4,2025-07-26,,active,999,False,,2025-11-03 13:00:05.576764
1002,50,1,2025-06-03,2026-01-31,churned,0,True,Miss strong everyone performance similar find condition.,2025-11-03 13:00:05.576764
1003,45,4,2024-11-04,,active,999,True,,2025-11-03 13:00:05.576764
1004,61,1,2025-07-13,,trial,0,True,,2025-11-03 13:00:05.576764
1005,18,1,2025-01-21,,active,0,True,,2025-11-03 13:00:05.576764
1006,43,3,2025-09-04,,active,299,True,,2025-11-03 13:00:05.576764
1007,56,4,2025-01-29,,active,999,True,,2025-11-03 13:00:05.576764
1008,66,4,2024-11-05,2025-10-13,cancelled,999,True,Lose person many.,2025-11-03 13:00:05.576764
1009,59,2,2024-12-15,2025-10-14,cancelled,99,True,Look store deal perhaps protect control last.,2025-11-03 13:00:05.576764
1010,13,2,2024-12-30,,active,99,False,,2025-11-03 13:00:05.576764
1011,41,1,2024-12-22,,active,0,True,,2025-11-03 13:00:05.576764
1012,69,4,2025-02-01,,active,999,True,,2025-11-03 13:00:05.576764
1013,39,4,2025-05-04,,trial,999,True,,2025-11-03 13:00:05.576764
1014,69,4,2025-02-17,,active,999,True,,2025-11-03 13:00:05.576764
1015,28,4,2025-04-30,,active,999,False,,2025-11-03 13:00:05.576764
1016,71,3,2025-05-24,2026-02-12,churned,299,True,Suffer involve big participant onto ok.,2025-11-03 13:00:05.576764
1017,95,2,2025-04-05,,trial,99,False,,2025-11-03 13:00:05.576764
1018,73,3,2025-04-11,,active,299,False,,2025-11-03 13:00:05.576764
1019,72,1,2025-03-17,,active,0,False,,2025-11-03 13:00:05.576764
1020,95,2,2025-06-25,2026-05-29,cancelled,99,False,Education board although rate each list manage.,2025-11-03 13:00:05.576764
1021,26,1,2025-03-30,2026-01-17,churned,0,False,Show couple fly current million.,2025-11-03 13:00:05.576764
1022,30,3,2025-08-18,,active,299,False,,2025-11-03 13:00:05.576764
1023,36,4,2025-08-16,,active,999,False,,2025-11-03 13:00:05.576764
1024,96,3,2024-11-14,,trial,299,False,,2025-11-03 13:00:05.576764
1025,44,1,2025-04-03,,active,0,True,,2025-11-03 13:00:05.576764
1026,25,1,2025-01-17,2025-04-25,cancelled,0,False,Half skill school pass catch.,2025-11-03 13:00:05.576764
