session_id,user_id,session_start,session_end,session_duration_minutes,features_accessed,analysis_jobs_submitted,pages_viewed,device_type,browser,created_at
2365,38,2025-10-25 04:50:07,2025-10-25 05:15:07,25,"F3,F1,F5",0,6,tablet,Firefox,2025-11-03 12:53:08.464806
2366,3,2025-09-05 07:32:25,2025-09-05 07:39:25,7,"F2,F5,F4",4,5,mobile,Edge,2025-11-03 12:53:08.464806
2367,346,2025-07-18 12:35:38,2025-07-18 12:46:38,11,F2,3,5,mobile,Firefox,2025-11-03 12:53:08.464806
2368,660,2025-08-29 14:53:39,2025-08-29 15:16:39,23,"F3,F2",0,7,tablet,Chrome,2025-11-03 12:53:08.464806
2369,535,2025-09-04 14:55:09,2025-09-04 16:09:09,74,F4,4,2,mobile,Edge,2025-11-03 12:53:08.464806
2370,328,2025-07-10 15:27:33,2025-07-10 15:52:33,25,"F4,F2",4,17,desktop,Edge,2025-11-03 12:53:08.464806
2371,177,2025-09-26 09:06:43,2025-09-26 09:32:43,26,"F5,F4",4,19,mobile,Firefox,2025-11-03 12:53:08.464806
2372,701,2025-08-10 21:06:16,2025-08-10 22:35:16,89,"F1,F2,F4",0,20,tablet,Edge,2025-11-03 12:53:08.464806
2373,220,2025-08-24 22:21:34,2025-08-24 23:43:34,82,"F2,F5,F3,F1",5,6,tablet,Safari,2025-11-03 12:53:08.464806
2374,155,2025-05-08 16:41:00,2025-05-08 17:53:00,72,F5,3,19,desktop,Firefox,2025-11-03 12:53:08.464806
2375,428,2025-08-17 01:38:49,2025-08-17 02:19:49,41,F5,2,10,desktop,Chrome,2025-11-03 12:53:08.464806
2376,121,2025-06-09 07:25:27,2025-06-09 08:11:27,46,F1,4,18,tablet,Edge,2025-11-03 12:53:08.464806
2377,595,2025-06-07 16:10:45,2025-06-07 17:09:45,59,F5,5,15,tablet,Chrome,2025-11-03 12:53:08.464806
2378,508,2025-06-12 20:44:37,2025-06-12 21:03:37,19,"F5,F4",3,3,mobile,Firefox,2025-11-03 12:53:08.464806
2379,860,2025-10-27 10:48:29,2025-10-27 12:07:29,79,F3,4,3,mobile,Edge,2025-11-03 12:53:08.464806
2380,191,2025-06-30 18:22:30,2025-06-30 19:47:30,85,"F5,F3,F1,F2",3,13,tablet,Edge,2025-11-03 12:53:08.464806
2381,57,2025-10-04 15:37:07,2025-10-04 16:45:07,68,"F3,F5,F1,F2",5,10,desktop,Edge,2025-11-03 12:53:08.464806
2382,110,2025-06-08 13:54:22,2025-06-08 14:01:22,7,"F1,F2,F4",5,8,mobile,Firefox,2025-11-03 12:53:08.464806
2383,934,2025-08-10 00:25:19,2025-08-10 00:44:19,19,"F2,F1",3,8,mobile,Safari,2025-11-03 12:53:08.464806
2384,824,2025-05-08 16:29:43,2025-05-08 17:04:43,35,"F1,F5,F4",1,6,mobile,Chrome,2025-11-03 12:53:08.464806
2385,939,2025-07-22 03:51:47,2025-07-22 05:16:47,85,"F1,F3,F2,F4",0,10,mobile,Chrome,2025-11-03 12:53:08.464806
2386,962,2025-10-16 16:57:29,2025-10-16 17:52:29,55,"F2,F1,F3,F5",1,7,tablet,Chrome,2025-11-03 12:53:08.464806
2387,371,2025-06-01 01:16:25,2025-06-01 02:01:25,45,"F2,F4,F3",4,13,mobile,Safari,2025-11-03 12:53:08.464806
2388,887,2025-07-04 21:50:20,2025-07-04 22:01:20,11,"F5,F4,F2",3,1,tablet,Chrome,2025-11-03 12:53:08.464806
2389,140,2025-08-31 10:50:24,2025-08-31 11:50:24,60,F4,0,1,tablet,Firefox,2025-11-03 12:53:08.464806
2390,992,2025-08-09 12:47:10,2025-08-09 14:05:10,78,F5,2,19,desktop,Firefox,2025-11-03 12:53:08.464806
2391,61,2025-10-04 08:15:24,2025-10-04 09:39:24,84,"F2,F3,F5,F4",5,13,mobile,Edge,2025-11-03 12:53:08.464806
2392,98,2025-10-25 21:02:54,2025-10-25 22:12:54,70,"F5,F1,F3",2,10,mobile,Chrome,2025-11-03 12:53:08.464806
2393,994,2025-08-17 07:43:11,2025-08-17 08:33:11,50,"F3,F2,F1,F5",0,7,tablet,Chrome,2025-11-03 12:53:08.464806
2394,981,2025-08-02 07:42:12,2025-08-02 09:08:12,86,"F5,F3,F2",2,12,mobile,Chrome,2025-11-03 12:53:08.464806
2395,555,2025-09-21 17:08:02,2025-09-21 18:32:02,84,F4,0,3,tablet,Chrome,2025-11-03 12:53:08.464806
2396,883,2025-06-28 22:17:10,2025-06-28 23:13:10,56,"F3,F2",5,5,desktop,Safari,2025-11-03 12:53:08.464806
2397,131,2025-10-14 13:31:34,2025-10-14 14:12:34,41,F5,4,4,tablet,Safari,2025-11-03 12:53:08.464806
2398,104,2025-06-01 13:33:10,2025-06-01 14:06:10,33,"F4,F3",1,17,mobile,Safari,2025-11-03 12:53:08.464806
2399,769,2025-10-07 20:23:13,2025-10-07 20:30:13,7,"F4,F5,F2,F1",2,9,mobile,Firefox,2025-11-03 12:53:08.464806
2400,809,2025-05-26 18:51:19,2025-05-26 19:55:19,64,"F5,F4,F2",0,13,tablet,Safari,2025-11-03 12:53:08.464806
2401,648,2025-10-01 10:12:54,2025-10-01 11:11:54,59,F3,2,20,desktop,Safari,2025-11-03 12:53:08.464806
2402,578,2025-06-17 20:23:01,2025-06-17 20:40:01,17,F2,0,13,mobile,Chrome,2025-11-03 12:53:08.464806
2403,106,2025-10-07 20:21:48,2025-10-07 21:12:48,51,F3,0,6,desktop,Safari,2025-11-03 12:53:08.464806
2404,564,2025-08-26 13:35:27,2025-08-26 14:44:27,69,"F3,F2,F5,F1",3,20,tablet,Safari,2025-11-03 12:53:08.464806
2405,406,2025-08-04 15:05:25,2025-08-04 15:35:25,30,"F1,F5,F2",1,13,desktop,Edge,2025-11-03 12:53:08.464806
2406,447,2025-09-18 07:23:58,2025-09-18 07:37:58,14,"F5,F4,F2,F1",2,3,mobile,Safari,2025-11-03 12:53:08.464806
2407,995,2025-07-07 04:28:57,2025-07-07 05:57:57,89,"F3,F4",2,3,tablet,Edge,2025-11-03 12:53:08.464806
2408,38,2025-10-22 22:03:37,2025-10-22 22:59:37,56,F4,2,4,tablet,Chrome,2025-11-03 12:53:08.464806
2409,638,2025-05-19 17:01:02,2025-05-19 18:25:02,84,"F1,F2",3,13,desktop,Edge,2025-11-03 12:53:08.464806
2410,162,2025-10-24 19:14:20,2025-10-24 19:45:20,31,"F2,F1",3,3,desktop,Edge,2025-11-03 12:53:08.464806
2411,471,2025-06-13 18:22:49,2025-06-13 19:17:49,55,"F5,F1,F4,F3",0,12,desktop,Safari,2025-11-03 12:53:08.464806
2412,393,2025-07-16 01:51:35,2025-07-16 02:08:35,17,F1,5,4,mobile,Firefox,2025-11-03 12:53:08.464806
2413,412,2025-09-12 09:11:07,2025-09-12 09:55:07,44,"F3,F1",2,18,tablet,Edge,2025-11-03 12:53:08.464806
2414,931,2025-09-22 05:45:34,2025-09-22 06:53:34,68,"F2,F5,F1,F4",2,19,desktop,Firefox,2025-11-03 12:53:08.464806
2415,192,2025-05-09 11:32:59,2025-05-09 12:56:59,84,"F2,F1,F5",3,13,tablet,Chrome,2025-11-03 12:53:08.464806
2416,82,2025-06-13 11:21:36,2025-06-13 12:49:36,88,"F4,F3,F5",2,11,desktop,Edge,2025-11-03 12:53:08.464806
2417,56,2025-07-01 17:40:26,2025-07-01 18:47:26,67,"F1,F2,F5",4,17,mobile,Firefox,2025-11-03 12:53:08.464806
2418,762,2025-08-10 02:18:03,2025-08-10 02:55:03,37,"F4,F2,F5,F3",0,12,desktop,Firefox,2025-11-03 12:53:08.464806
2419,596,2025-09-10 06:07:30,2025-09-10 06:29:30,22,"F2,F5",1,9,desktop,Safari,2025-11-03 12:53:08.464806
2420,126,2025-07-23 08:43:27,2025-07-23 09:08:27,25,"F4,F5,F3,F1",3,1,desktop,Safari,2025-11-03 12:53:08.464806
2421,269,2025-05-11 22:00:39,2025-05-11 22:30:39,30,"F2,F5",5,18,mobile,Chrome,2025-11-03 12:53:08.464806
2422,687,2025-09-30 12:21:40,2025-09-30 13:00:40,39,"F3,F2,F1",5,9,tablet,Firefox,2025-11-03 12:53:08.464806
2423,477,2025-10-17 06:11:14,2025-10-17 06:22:14,11,"F1,F3,F2",2,8,desktop,Edge,2025-11-03 12:53:08.464806
2424,931,2025-09-28 16:40:54,2025-09-28 18:01:54,81,F5,4,14,tablet,Firefox,2025-11-03 12:53:08.464806
2425,476,2025-09-19 02:54:44,2025-09-19 03:33:44,39,"F4,F2,F3,F1",2,5,tablet,Chrome,2025-11-03 12:53:08.464806
2426,393,2025-10-11 11:22:55,2025-10-11 12:16:55,54,"F3,F4,F2",0,17,tablet,Firefox,2025-11-03 12:53:08.464806
2427,409,2025-10-27 20:14:37,2025-10-27 21:41:37,87,F4,3,7,mobile,Edge,2025-11-03 12:53:08.464806
2428,581,2025-08-29 01:09:48,2025-08-29 02:32:48,83,"F4,F5,F3,F1",0,12,mobile,Chrome,2025-11-03 12:53:08.464806
2429,81,2025-10-10 20:21:08,2025-10-10 21:38:08,77,"F5,F3,F1,F4",1,10,tablet,Safari,2025-11-03 12:53:08.465806
2430,479,2025-09-28 06:40:12,2025-09-28 08:05:12,85,"F2,F3,F4,F1",1,18,tablet,Firefox,2025-11-03 12:53:08.465806
2431,123,2025-08-05 19:32:39,2025-08-05 20:40:39,68,"F1,F3,F2,F4",2,9,desktop,Safari,2025-11-03 12:53:08.465806
2432,956,2025-08-01 04:23:40,2025-08-01 04:37:40,14,F2,4,4,desktop,Edge,2025-11-03 12:53:08.465806
2433,705,2025-06-17 02:04:15,2025-06-17 02:32:15,28,"F1,F3,F2,F4",2,6,desktop,Edge,2025-11-03 12:53:08.465806
2434,547,2025-06-14 03:12:04,2025-06-14 04:18:04,66,"F2,F1,F5",5,17,tablet,Edge,2025-11-03 12:53:08.465806
2435,866,2025-10-17 23:53:05,2025-10-18 00:15:05,22,"F2,F5,F4",3,8,tablet,Safari,2025-11-03 12:53:08.465806
2436,828,2025-07-18 02:24:07,2025-07-18 02:50:07,26,"F3,F2",1,2,desktop,Firefox,2025-11-03 12:53:08.465806
2437,172,2025-05-28 09:36:58,2025-05-28 09:50:58,14,"F4,F1,F2,F5",2,7,mobile,Edge,2025-11-03 12:53:08.465806
2438,793,2025-08-23 06:47:44,2025-08-23 07:02:44,15,"F4,F1,F5,F2",0,12,desktop,Chrome,2025-11-03 12:53:08.465806
2439,756,2025-08-20 03:19:55,2025-08-20 04:01:55,42,"F5,F2",0,20,mobile,Safari,2025-11-03 12:53:08.465806
2440,171,2025-08-30 02:15:23,2025-08-30 03:19:23,64,"F5,F1,F2,F3",4,18,desktop,Firefox,2025-11-03 12:53:08.465806
2441,681,2025-07-17 03:22:53,2025-07-17 04:10:53,48,"F4,F1,F3",4,9,desktop,Firefox,2025-11-03 12:53:08.465806
2442,583,2025-07-11 04:05:40,2025-07-11 04:53:40,48,"F3,F4",3,4,tablet,Chrome,2025-11-03 12:53:08.465806
2443,704,2025-05-25 03:59:52,2025-05-25 04:59:52,60,"F1,F5",3,14,desktop,Edge,2025-11-03 12:53:08.465806
2444,41,2025-09-08 23:13:21,2025-09-08 23:53:21,40,"F1,F4",1,3,mobile,Firefox,2025-11-03 12:53:08.465806
2445,930,2025-06-10 22:53:18,2025-06-10 23:01:18,8,"F3,F2,F4,F1",2,8,desktop,Chrome,2025-11-03 12:53:08.465806
2446,446,2025-06-12 09:32:38,2025-06-12 10:57:38,85,F4,1,19,mobile,Safari,2025-11-03 12:53:08.465806
2447,859,2025-05-13 13:45:40,2025-05-13 14:40:40,55,"F1,F2,F3,F5",0,6,mobile,Edge,2025-11-03 12:53:08.465806
2448,927,2025-06-16 15:05:00,2025-06-16 15:35:00,30,F2,5,1,desktop,Edge,2025-11-03 12:53:08.465806
2449,995,2025-08-15 00:29:05,2025-08-15 01:06:05,37,F2,2,4,mobile,Firefox,2025-11-03 12:53:08.465806
2450,706,2025-10-03 06:24:33,2025-10-03 06:53:33,29,F3,0,11,desktop,Safari,2025-11-03 12:53:08.465806
2451,96,2025-10-13 01:19:39,2025-10-13 02:30:39,71,"F4,F1",5,5,tablet,Edge,2025-11-03 12:53:08.465806
2452,568,2025-09-06 14:05:44,2025-09-06 14:34:44,29,"F3,F5,F2,F4",2,14,desktop,Safari,2025-11-03 12:53:08.465806
2453,883,2025-10-17 22:59:27,2025-10-17 23:21:27,22,F1,2,9,desktop,Chrome,2025-11-03 12:53:08.465806
2454,643,2025-10-09 03:05:21,2025-10-09 03:55:21,50,"F3,F2",1,12,tablet,Firefox,2025-11-03 12:53:08.465806
2455,664,2025-10-02 14:59:18,2025-10-02 15:42:18,43,"F2,F4,F5,F3",3,1,mobile,Chrome,2025-11-03 12:53:08.465806
2456,374,2025-08-16 02:40:02,2025-08-16 04:05:02,85,"F1,F3,F5",4,19,mobile,Edge,2025-11-03 12:53:08.465806
2457,652,2025-10-31 14:22:52,2025-10-31 15:36:52,74,F1,0,14,tablet,Chrome,2025-11-03 12:53:08.465806
2458,511,2025-09-26 08:44:48,2025-09-26 09:51:48,67,"F3,F4,F5",4,14,desktop,Firefox,2025-11-03 12:53:08.465806
2459,63,2025-06-13 02:23:14,2025-06-13 03:36:14,73,"F1,F4,F5",0,8,mobile,Chrome,2025-11-03 12:53:08.465806
2460,861,2025-06-07 16:38:56,2025-06-07 17:09:56,31,"F2,F5",5,5,mobile,Firefox,2025-11-03 12:53:08.465806
2461,310,2025-06-24 02:11:42,2025-06-24 03:01:42,50,"F4,F2,F3,F5",5,14,mobile,Firefox,2025-11-03 12:53:08.465806
2462,525,2025-07-24 02:16:48,2025-07-24 03:39:48,83,F1,1,1,tablet,Safari,2025-11-03 12:53:08.465806
2463,470,2025-06-29 14:00:30,2025-06-29 15:08:30,68,"F1,F2",1,10,desktop,Chrome,2025-11-03 12:53:08.465806
2464,603,2025-09-28 12:12:37,2025-09-28 13:19:37,67,"F1,F5,F2,F3",1,13,desktop,Edge,2025-11-03 12:53:08.465806
2465,825,2025-09-09 23:08:04,2025-09-10 00:07:04,59,"F5,F3,F1",4,1,tablet,Edge,2025-11-03 12:53:08.465806
2466,130,2025-09-27 02:30:45,2025-09-27 02:57:45,27,"F3,F1,F2,F4",1,12,mobile,Firefox,2025-11-03 12:53:08.465806
2467,152,2025-09-13 06:46:53,2025-09-13 08:01:53,75,"F2,F4",4,14,tablet,Firefox,2025-11-03 12:53:08.465806
2468,103,2025-06-10 08:26:42,2025-06-10 08:49:42,23,"F1,F5,F3",5,4,desktop,Chrome,2025-11-03 12:53:08.465806
2469,581,2025-08-26 12:36:01,2025-08-26 13:06:01,30,"F5,F1,F2,F3",5,17,mobile,Edge,2025-11-03 12:53:08.465806
2470,460,2025-05-25 00:39:00,2025-05-25 01:04:00,25,"F3,F2,F1,F5",0,19,desktop,Firefox,2025-11-03 12:53:08.465806
2471,107,2025-05-06 00:13:30,2025-05-06 00:26:30,13,"F1,F3,F2",5,16,mobile,Chrome,2025-11-03 12:53:08.465806
2472,182,2025-07-04 14:27:01,2025-07-04 15:46:01,79,"F2,F3",2,9,mobile,Chrome,2025-11-03 12:53:08.465806
2473,224,2025-08-21 14:58:05,2025-08-21 15:47:05,49,"F2,F1,F5",2,12,mobile,Chrome,2025-11-03 12:53:08.465806
2474,327,2025-06-24 14:49:28,2025-06-24 15:29:28,40,"F3,F1,F4,F5",5,19,tablet,Edge,2025-11-03 12:53:08.465806
2475,218,2025-07-28 12:00:17,2025-07-28 13:05:17,65,F4,5,4,mobile,Edge,2025-11-03 12:53:08.465806
2476,816,2025-09-11 07:05:01,2025-09-11 07:23:01,18,"F2,F4",5,13,desktop,Edge,2025-11-03 12:53:08.465806
2477,783,2025-05-20 21:57:14,2025-05-20 22:56:14,59,F3,0,8,desktop,Chrome,2025-11-03 12:53:08.465806
2478,319,2025-05-07 18:41:10,2025-05-07 20:05:10,84,"F5,F2,F1",0,9,desktop,Chrome,2025-11-03 12:53:08.465806
2479,175,2025-07-07 08:55:32,2025-07-07 10:00:32,65,"F4,F3",4,14,mobile,Chrome,2025-11-03 12:53:08.465806
2480,225,2025-09-11 12:02:47,2025-09-11 13:11:47,69,"F2,F3",4,15,desktop,Chrome,2025-11-03 12:53:08.465806
2481,878,2025-07-20 03:09:02,2025-07-20 04:34:02,85,"F1,F5,F3,F4",0,10,desktop,Chrome,2025-11-03 12:53:08.465806
2482,470,2025-07-23 00:36:16,2025-07-23 01:55:16,79,"F5,F4,F1,F2",4,14,tablet,Safari,2025-11-03 12:53:08.465806
2483,11,2025-10-11 04:53:39,2025-10-11 06:09:39,76,F5,4,19,desktop,Edge,2025-11-03 12:53:08.465806
2484,648,2025-10-24 13:12:26,2025-10-24 14:28:26,76,"F1,F2,F3",4,19,mobile,Chrome,2025-11-03 12:53:08.465806
2485,832,2025-09-08 05:14:11,2025-09-08 06:33:11,79,"F4,F2,F1,F3",4,4,desktop,Edge,2025-11-03 12:53:08.465806
2486,302,2025-08-24 14:33:56,2025-08-24 15:51:56,78,F5,3,14,desktop,Firefox,2025-11-03 12:53:08.465806
2487,27,2025-10-17 18:25:03,2025-10-17 18:58:03,33,"F4,F3",4,6,mobile,Firefox,2025-11-03 12:53:08.465806
2488,40,2025-07-11 12:54:33,2025-07-11 13:42:33,48,"F4,F5",0,1,mobile,Edge,2025-11-03 12:53:08.465806
2489,981,2025-08-23 09:29:17,2025-08-23 10:07:17,38,"F4,F3",5,13,tablet,Edge,2025-11-03 12:53:08.465806
2490,361,2025-07-04 07:07:44,2025-07-04 08:02:44,55,F2,3,18,mobile,Edge,2025-11-03 12:53:08.465806
2491,937,2025-08-03 19:23:35,2025-08-03 20:11:35,48,F4,1,2,tablet,Chrome,2025-11-03 12:53:08.465806
2492,483,2025-09-30 17:11:06,2025-09-30 17:18:06,7,"F1,F3,F4,F5",1,1,mobile,Safari,2025-11-03 12:53:08.465806
2493,845,2025-08-09 00:34:32,2025-08-09 00:59:32,25,F1,2,3,mobile,Safari,2025-11-03 12:53:08.465806
2494,283,2025-07-19 08:06:18,2025-07-19 08:29:18,23,"F2,F3",4,8,desktop,Firefox,2025-11-03 12:53:08.465806
2495,119,2025-06-03 15:15:08,2025-06-03 15:20:08,5,"F4,F3,F1,F5",4,2,mobile,Safari,2025-11-03 12:53:08.465806
2496,133,2025-09-25 19:10:24,2025-09-25 19:47:24,37,"F2,F4,F3",4,7,tablet,Firefox,2025-11-03 12:53:08.465806
2497,89,2025-10-02 18:12:08,2025-10-02 19:22:08,70,"F2,F4,F1",1,4,tablet,Edge,2025-11-03 12:53:08.465806
2498,467,2025-06-09 04:09:02,2025-06-09 04:31:02,22,F5,5,14,tablet,Edge,2025-11-03 12:53:08.465806
2499,385,2025-05-22 23:39:43,2025-05-23 00:04:43,25,"F1,F4",0,9,mobile,Chrome,2025-11-03 12:53:08.465806
2500,208,2025-10-30 02:36:35,2025-10-30 04:05:35,89,F3,2,2,mobile,Firefox,2025-11-03 12:53:08.465806
2501,577,2025-07-27 21:53:33,2025-07-27 22:41:33,48,"F1,F5",2,13,tablet,Edge,2025-11-03 12:53:08.465806
2502,787,2025-09-12 11:55:18,2025-09-12 12:19:18,24,"F1,F3",5,12,tablet,Safari,2025-11-03 12:53:08.465806
2503,186,2025-05-21 23:38:52,2025-05-21 23:59:52,21,"F1,F5,F2",5,2,mobile,Chrome,2025-11-03 12:53:08.465806
2504,531,2025-07-14 12:15:20,2025-07-14 12:46:20,31,F4,4,16,tablet,Firefox,2025-11-03 12:53:08.465806
2505,359,2025-06-14 04:47:46,2025-06-14 05:49:46,62,"F2,F5,F1,F3",2,16,mobile,Firefox,2025-11-03 12:53:08.465806
2506,149,2025-10-27 00:21:58,2025-10-27 01:43:58,82,"F4,F5",1,1,tablet,Edge,2025-11-03 12:53:08.465806
2507,554,2025-09-24 12:38:26,2025-09-24 13:26:26,48,"F5,F3,F2",3,7,desktop,Chrome,2025-11-03 12:53:08.465806
2508,71,2025-05-15 11:01:29,2025-05-15 12:08:29,67,F1,0,17,mobile,Edge,2025-11-03 12:53:08.465806
2509,237,2025-09-18 11:29:33,2025-09-18 12:17:33,48,F1,1,14,mobile,Edge,2025-11-03 12:53:08.465806
2510,560,2025-10-17 10:33:05,2025-10-17 11:15:05,42,F5,3,20,desktop,Safari,2025-11-03 12:53:08.465806
2511,399,2025-10-14 01:17:26,2025-10-14 02:07:26,50,"F2,F3",0,3,desktop,Firefox,2025-11-03 12:53:08.465806
2512,349,2025-05-06 01:06:35,2025-05-06 01:50:35,44,"F3,F5,F1,F4",2,7,desktop,Chrome,2025-11-03 12:53:08.465806
2513,600,2025-10-28 03:18:53,2025-10-28 04:14:53,56,"F3,F1,F5,F4",2,8,mobile,Firefox,2025-11-03 12:53:08.465806
2514,471,2025-07-22 23:20:34,2025-07-23 00:29:34,69,"F3,F5,F2",0,15,mobile,Safari,2025-11-03 12:53:08.465806
2515,147,2025-06-07 17:52:36,2025-06-07 18:33:36,41,"F2,F1,F3,F4",1,17,mobile,Chrome,2025-11-03 12:53:08.465806
2516,914,2025-08-30 20:47:42,2025-08-30 21:24:42,37,F5,0,1,desktop,Edge,2025-11-03 12:53:08.465806
2517,894,2025-09-08 14:36:06,2025-09-08 14:48:06,12,"F5,F1",4,1,desktop,Chrome,2025-11-03 12:53:08.465806
2518,26,2025-11-01 00:44:38,2025-11-01 01:18:38,34,"F5,F2",1,12,tablet,Firefox,2025-11-03 12:53:08.465806
2519,671,2025-11-02 03:41:06,2025-11-02 03:57:06,16,"F5,F3,F1,F4",2,14,mobile,Edge,2025-11-03 12:53:08.466806
2520,981,2025-05-24 14:37:34,2025-05-24 15:46:34,69,"F5,F4",2,12,tablet,Edge,2025-11-03 12:53:08.466806
2521,753,2025-06-17 01:46:00,2025-06-17 02:33:00,47,"F2,F4,F5",5,4,mobile,Firefox,2025-11-03 12:53:08.466806
2522,226,2025-07-04 05:18:05,2025-07-04 06:38:05,80,F5,2,16,desktop,Firefox,2025-11-03 12:53:08.466806
2523,28,2025-09-10 18:06:40,2025-09-10 19:31:40,85,"F1,F5",2,5,desktop,Firefox,2025-11-03 12:53:08.466806
2524,623,2025-07-15 02:18:32,2025-07-15 03:42:32,84,"F2,F4,F1",1,17,tablet,Edge,2025-11-03 12:53:08.466806
2525,956,2025-08-27 10:04:22,2025-08-27 10:49:22,45,F4,3,17,mobile,Chrome,2025-11-03 12:53:08.466806
2526,158,2025-09-27 20:31:33,2025-09-27 21:05:33,34,F5,2,4,desktop,Chrome,2025-11-03 12:53:08.466806
2527,666,2025-06-25 15:25:15,2025-06-25 16:09:15,44,"F1,F2,F4",2,10,tablet,Edge,2025-11-03 12:53:08.466806
2528,863,2025-08-23 21:41:39,2025-08-23 22:25:39,44,"F4,F1,F2",0,11,tablet,Firefox,2025-11-03 12:53:08.466806
2529,59,2025-06-05 12:25:31,2025-06-05 13:14:31,49,F5,3,4,desktop,Firefox,2025-11-03 12:53:08.466806
2530,346,2025-07-03 21:18:31,2025-07-03 22:27:31,69,"F1,F3,F2,F4",2,4,tablet,Safari,2025-11-03 12:53:08.466806
2531,108,2025-08-17 02:23:32,2025-08-17 03:48:32,85,"F4,F3,F2",1,17,mobile,Firefox,2025-11-03 12:53:08.466806
2532,458,2025-06-06 18:32:07,2025-06-06 19:16:07,44,F1,4,7,tablet,Safari,2025-11-03 12:53:08.466806
2533,344,2025-08-14 03:37:24,2025-08-14 05:01:24,84,"F1,F3",0,11,mobile,Chrome,2025-11-03 12:53:08.466806
2534,348,2025-08-05 14:52:25,2025-08-05 15:34:25,42,F3,5,10,tablet,Firefox,2025-11-03 12:53:08.466806
2535,762,2025-10-18 00:28:24,2025-10-18 00:56:24,28,"F4,F2",0,4,tablet,Safari,2025-11-03 12:53:08.466806
2536,814,2025-08-19 15:28:31,2025-08-19 16:05:31,37,F4,0,11,tablet,Edge,2025-11-03 12:53:08.466806
2537,939,2025-05-12 16:12:50,2025-05-12 17:27:50,75,"F2,F5",5,17,tablet,Safari,2025-11-03 12:53:08.466806
2538,448,2025-07-02 12:17:08,2025-07-02 12:42:08,25,"F4,F2,F5,F1",0,16,desktop,Chrome,2025-11-03 12:53:08.466806
2539,946,2025-06-29 19:18:51,2025-06-29 20:09:51,51,"F3,F1,F2",4,12,desktop,Firefox,2025-11-03 12:53:08.466806
2540,15,2025-06-29 04:39:27,2025-06-29 05:11:27,32,"F5,F2,F4",3,4,mobile,Firefox,2025-11-03 12:53:08.466806
2541,705,2025-07-19 14:16:26,2025-07-19 15:32:26,76,"F2,F5,F3",0,8,mobile,Firefox,2025-11-03 12:53:08.466806
2542,267,2025-05-10 19:04:52,2025-05-10 20:09:52,65,"F3,F2,F4,F5",4,4,desktop,Chrome,2025-11-03 12:53:08.466806
2543,61,2025-09-08 22:21:36,2025-09-08 23:31:36,70,"F3,F4",5,2,desktop,Safari,2025-11-03 12:53:08.466806
2544,412,2025-05-17 11:03:13,2025-05-17 11:25:13,22,F1,4,11,desktop,Safari,2025-11-03 12:53:08.466806
2545,916,2025-08-17 22:58:25,2025-08-18 00:20:25,82,"F5,F1,F2",2,7,tablet,Safari,2025-11-03 12:53:08.466806
2546,724,2025-05-16 15:24:50,2025-05-16 16:15:50,51,F1,3,6,tablet,Safari,2025-11-03 12:53:08.466806
2547,10,2025-07-13 10:14:50,2025-07-13 11:27:50,73,F4,4,17,mobile,Safari,2025-11-03 12:53:08.466806
2548,707,2025-09-23 14:26:08,2025-09-23 14:43:08,17,F5,1,14,mobile,Chrome,2025-11-03 12:53:08.466806
2549,128,2025-05-21 13:43:24,2025-05-21 14:48:24,65,"F4,F5,F3,F2",2,19,desktop,Chrome,2025-11-03 12:53:08.466806
2550,14,2025-06-24 10:48:54,2025-06-24 11:16:54,28,"F2,F4,F3",0,18,mobile,Firefox,2025-11-03 12:53:08.466806
2551,569,2025-10-28 03:04:00,2025-10-28 04:05:00,61,"F3,F5",0,8,mobile,Safari,2025-11-03 12:53:08.466806
2552,716,2025-05-19 01:08:30,2025-05-19 02:02:30,54,"F1,F5,F2",0,4,mobile,Chrome,2025-11-03 12:53:08.466806
2553,323,2025-08-18 01:56:27,2025-08-18 02:24:27,28,F1,5,19,tablet,Chrome,2025-11-03 12:53:08.466806
2554,973,2025-06-16 05:31:44,2025-06-16 06:13:44,42,"F4,F2",2,20,mobile,Chrome,2025-11-03 12:53:08.466806
2555,678,2025-05-13 10:39:21,2025-05-13 11:18:21,39,"F5,F2,F3",4,2,mobile,Safari,2025-11-03 12:53:08.466806
2556,139,2025-08-16 10:30:10,2025-08-16 10:44:10,14,"F2,F4",4,4,mobile,Safari,2025-11-03 12:53:08.466806
2557,467,2025-10-26 21:33:08,2025-10-26 22:39:08,66,F5,5,4,mobile,Safari,2025-11-03 12:53:08.466806
2558,399,2025-08-11 16:14:38,2025-08-11 17:10:38,56,"F3,F2,F1,F5",1,14,mobile,Firefox,2025-11-03 12:53:08.466806
2559,814,2025-09-15 13:19:22,2025-09-15 14:08:22,49,"F1,F3,F4",5,6,tablet,Firefox,2025-11-03 12:53:08.466806
2560,873,2025-08-31 17:02:17,2025-08-31 17:22:17,20,"F4,F1",3,1,mobile,Safari,2025-11-03 12:53:08.466806
2561,337,2025-08-02 06:33:06,2025-08-02 07:31:06,58,"F2,F3",0,9,desktop,Edge,2025-11-03 12:53:08.466806
2562,58,2025-08-13 16:27:09,2025-08-13 16:44:09,17,F2,0,9,desktop,Chrome,2025-11-03 12:53:08.466806
2563,189,2025-05-13 16:42:34,2025-05-13 18:10:34,88,"F1,F4",3,18,tablet,Chrome,2025-11-03 12:53:08.466806
2564,333,2025-05-29 17:56:37,2025-05-29 19:21:37,85,"F3,F2,F1,F5",4,4,desktop,Safari,2025-11-03 12:53:08.466806
